0			5,37047229604015E-12	-7,74545672044269E-9	-4,39405738461573E-8	-1,53528901591926E-7	-4,58643228284927E-7	-1,19881929094845E-6	-1,72625323102693E-6	-3,00577517009515E-6	-6,18328931523138E-6	-7,50513618186233E-6	-1,09084721771069E-5
34,2849998474121	5,451532558709E-8	1,84272550995956E-7	5,28421594481188E-7	1,37922631893161E-6	3,26879080603248E-6	7,05557249602862E-6	1,37864171847468E-5	2,47916468651965E-5	4,19210409745574E-5	6,66459745843895E-5	1,00792582088616E-4
34,4500007629395	5,47071579148906E-8	1,84556185445217E-7	5,29047440522845E-7	1,380700041409E-6	3,27054999615939E-6	7,05931552147376E-6	1,37958468258148E-5	2,48094966082135E-5	4,19501084252261E-5	6,67023341520689E-5	1,00884128187317E-4
34,6100006103516	5,48886021078943E-8	1,84796689950417E-7	5,29475585153705E-7	1,38148914174963E-6	3,2735285913077E-6	7,06329456079402E-6	1,38042250910075E-5	2,48266751441406E-5	4,19787320424803E-5	6,6750253608916E-5	1,00982404546812E-4
34,7700004577637	5,50683623146142E-8	1,85139668928969E-7	5,30043791968637E-7	1,38262009841128E-6	3,2756192922534E-6	7,06765149516286E-6	1,38117693495587E-5	2,48409996856935E-5	4,20076139562298E-5	6,68030479573645E-5	1,01075384009164E-4
34,935001373291		5,52167058742725E-8	1,85427921906012E-7	5,30607451310061E-7	1,38381710712565E-6	3,27801785715565E-6	7,07188701198902E-6	1,38198702188674E-5	2,48567266680766E-5	4,20365249738097E-5	6,685819971608E-5	1,01162353530526E-4
35,0950012207031	5,53805286074294E-8	1,85665683716252E-7	5,31251771462848E-7	1,3849152082912E-6	3,28064811583317E-6	7,07702292856993E-6	1,38274917844683E-5	2,487120218575E-5	4,2240306356689E-5	6,69059518259019E-5	1,01253230241127E-4
35,2550010681152	5,5559617351264E-8	1,85965561172452E-7	5,31775810941326E-7	1,38616746880871E-6	3,28264081872476E-6	7,08089646650478E-6	1,38350669658394E-5	2,48849355557468E-5	4,22147095378023E-5	6,69556757202372E-5	1,0134343028767E-4
35,4199981689453	5,57609993734332E-8	1,86212872677061E-7	5,3233100061334E-7	1,38708139729715E-6	3,28482133227226E-6	7,08429024598445E-6	1,38434488690109E-5	2,49001059273724E-5	4,22174744016957E-5	6,70066219754517E-5	1,01433135569096E-4
35,5800018310547	5,59113182418969E-8	1,86473712915358E-7	5,3282099088392E-7	1,38806683480652E-6	3,28705550600716E-6	7,0885721470404E-6	1,38506320581655E-5	2,49172062467551E-5	4,22264129156247E-5	6,70557565172203E-5	1,01521269243676E-4
35,7400016784668	5,61047492908529E-8	1,86773647214977E-7	5,33263460056332E-7	1,38933990001533E-6	3,28901978718932E-6	7,09313144398038E-6	1,38588557092589E-5	2,49315617111279E-5	4,22390148742124E-5	6,71043453621678E-5	1,01612196885981E-4
35,9049987792969	5,62779085555576E-8	1,86985673167328E-7	5,33808588443208E-7	1,3905378182244E-6	3,29101567331236E-6	7,09677397026098E-6	1,38661616801983E-5	2,49451004492585E-5	4,22581470047589E-5	6,71499146847054E-5	1,01696263300255E-4
36,064998626709		5,64230120403408E-8	1,87275659868646E-7	5,34341438651609E-7	1,39163842050039E-6	3,29279941979621E-6	7,10105950929574E-6	1,38744935611612E-5	2,49606073339237E-5	4,22765806433745E-5	6,71982052153908E-5	1,01782141427975E-4
36,2249984741211	5,65813209618682E-8	1,87607511747956E-7	5,34864682322223E-7	1,39297344503575E-6	3,29476483784674E-6	7,10481572241406E-6	1,38809236887028E-5	2,49732438533101E-5	4,22943885496352E-5	6,72456662869081E-5	1,01856494438834E-4
36,3899993896484	5,67379565552528E-8	1,87888886671317E-7	5,35378205768211E-7	1,39387270792213E-6	3,29692488776345E-6	7,10893300492899E-6	1,38893656185246E-5	2,49877448368352E-5	4,23149067501072E-5	6,72929963911884E-5	1,01944264315534E-4
36,5499992370605	5,69312987863668E-8	1,88168243653308E-7	5,35886272245989E-7	1,39499479701044E-6	3,29892486661265E-6	7,11323582436307E-6	1,3896284144721E-5	2,50021384999854E-5	4,23342389694881E-5	6,73415415803902E-5	1,02027232060209E-4
36,7099990844727	5,71075311484037E-8	1,8846755267532E-7	5,36437255505007E-7	1,39605685944844E-6	3,30120928992983E-6	7,11631491867593E-6	1,39035855681868E-5	2,50178563874215E-5	4,23561068600975E-5	6,73856411594898E-5	1,02105121186469E-4
36,875			5,72779939034263E-8	1,88670483680653E-7	5,37010123480286E-7	1,39694429890369E-6	3,30304919771152E-6	7,12080645826063E-6	1,39103658511885E-5	2,50322682404658E-5	4,23802157456521E-5	6,74346447340213E-5	1,0217977251159E-4
37,0349998474121	5,74706255918045E-8	1,88970147974032E-7	5,37503467512579E-7	1,39820690492343E-6	3,30482453136938E-6	7,12460860086139E-6	1,39179401230649E-5	2,50450048042694E-5	4,24003301304765E-5	6,74800394335762E-5	1,0226388258161E-4
37,1949996948242	5,76612428915269E-8	1,89246108561747E-7	5,38048141152103E-7	1,39927351483493E-6	3,30678403770435E-6	7,12882274456206E-6	1,39270296131144E-5	2,50581688305829E-5	4,24197314714547E-5	6,7523171310313E-5	1,02348836662713E-4
37,3600006103516	5,78243870563711E-8	1,89530084071521E-7	5,38589461029915E-7	1,40016061322967E-6	3,30923285218887E-6	7,1332306106342E-6	1,39349667733768E-5	2,50719385803677E-5	4,24450663558673E-5	6,75667615723796E-5	1,02430931292474E-4
37,5200004577637	5,80215200329803E-8	1,89769323810651E-7	5,39087807283067E-7	1,40145982641116E-6	3,31131059283507E-6	7,13646977601456E-6	1,39415942612686E-5	2,50857901846757E-5	4,24647623731289E-5	6,76093841320835E-5	1,02500198408961E-4
37,6800003051758	5,81678882838332E-8	1,90094567642518E-7	5,39695633960946E-7	1,40274516979844E-6	3,31379055751313E-6	7,13998997525778E-6	1,39496278279694E-5	2,50991597567918E-5	4,2487165046623E-5	6,76549898344092E-5	1,02579899248667E-4
37,8450012207031	5,833040717107E-8	1,90360722740479E-7	5,40140604243788E-7	1,40374652346509E-6	3,31579849444097E-6	7,14401448931312E-6	1,39572157422663E-5	2,51118035521358E-5	4,25127764174249E-5	6,76982454024255E-5	1,02663369034417E-4
38,0050010681152	5,85195039093378E-8	1,90699893209967E-7	5,40639859991643E-7	1,40494103106903E-6	3,31763885697001E-6	7,14805673851515E-6	1,39642479553004E-5	2,51258079515537E-5	4,25313301093411E-5	6,77395582897589E-5	1,02736506960355E-4
38,1650009155273	5,87044830524519E-8	1,90896173535293E-7	5,41168958534399E-7	1,40597433073708E-6	3,31935416397755E-6	7,15200212653144E-6	1,3971086445963E-5	2,51394776569214E-5	4,25532816734631E-5	6,77833595545962E-5	1,02815829450265E-4
38,3300018310547	5,88833195536154E-8	1,91204350130647E-7	5,41682481980388E-7	1,40677229865105E-6	3,32194758811966E-6	7,15626674718806E-6	1,39769626912312E-5	2,51514375122497E-5	4,25733815063722E-5	6,78248034091666E-5	1,02888581750449E-4
38,4900016784668	5,90094977326316E-8	1,91466284604758E-7	5,42173324902251E-7	1,4081690551393E-6	3,32418130710721E-6	7,15997657607659E-6	1,39846633828711E-5	2,51635738095501E-5	4,25977050326765E-5	6,7868095356971E-5	1,02953694295138E-4
38,6500015258789	5,92201701010708E-8	1,91715244568513E-7	5,42792463420483E-7	1,40913516588626E-6	3,32581362272322E-6	7,16311387805035E-6	1,39911744554411E-5	2,51756409852533E-5	4,26205624535214E-5	6,79085787851363E-5	1,03023470728658E-4
38,814998626709		5,94261351238856E-8	1,92058536185868E-7	5,43314854439814E-7	1,41026328037697E-6	3,3279461604252E-6	7,1672948251944E-6	1,3999375369167E-5	2,51892215601401E-5	4,26404585596174E-5	6,7949018557556E-5	1,03102713183034E-4
38,9749984741211	5,95990456986328E-8	1,92282115563103E-7	5,43798478247481E-7	1,41133193665155E-6	3,33021762344288E-6	7,17046168574598E-6	1,40068877954036E-5	2,52029749390204E-5	4,26600745413452E-5	6,79916774970479E-5	1,03170168586075E-4
39,1399993896484	5,97439822058732E-8	1,92620404959598E-7	5,4439783525595E-7	1,41259874908428E-6	3,33210437020171E-6	7,17402008376666E-6	1,40128222483327E-5	2,52147146966308E-5	4,26836195401847E-5	6,80307275615633E-5	1,03241298347712E-4
39,2999992370605	5,99380030052998E-8	1,92863453207792E-7	5,44870147223264E-7	1,41362545491575E-6	3,33449020217813E-6	7,17712828190997E-6	1,40198253575363E-5	2,52270547207445E-5	4,27032100560609E-5	6,80700759403408E-5	1,03310558188241E-4
39,4599990844727	6,01137273292807E-8	1,93091679534518E-7	5,45419084119203E-7	1,41459281621792E-6	3,33620323544892E-6	7,18046794645488E-6	1,40269157782313E-5	2,52393911068793E-5	4,27245395258069E-5	6,81106757838279E-5	1,03375125036109E-4
39,625			6,02851528697101E-8	1,93395649716877E-7	5,45761395187583E-7	1,41554335186811E-6	3,33811362906999E-6	7,18425326340366E-6	1,40340080179158E-5	2,5251109036617E-5	4,27469494752586E-5	6,81482124491595E-5	1,03447382571176E-4
39,7849998474121	6,04382108804202E-8	1,93671752413138E-7	5,46351941466128E-7	1,41665884711983E-6	3,33994466927834E-6	7,18834144208813E-6	1,40409729283419E-5	2,52636255027028E-5	4,27662671427242E-5	6,81891106069088E-5	1,0351122909924E-4
39,9449996948242	6,06442611683633E-8	1,93882854659932E-7	5,46839373782859E-7	1,41758744121034E-6	3,34230321641371E-6	7,19249646863318E-6	1,40475758598768E-5	2,5276238375227E-5	4,27864033554215E-5	6,82252139085904E-5	1,03587277408224E-4
40,1100006103516	6,08088370768201E-8	1,94111962059651E-7	5,47310037291027E-7	1,41876341785974E-6	3,34405649482505E-6	7,19603804100188E-6	1,40536412800429E-5	2,52869976975489E-5	4,28079438279383E-5	6,82625832268968E-5	1,03650279925205E-4
40,2700004577637	6,09597918810323E-8	1,94385179952405E-7	5,4776342039986E-7	1,41992052249407E-6	3,34629066855996E-6	7,19883928468334E-6	1,4060265129956E-5	2,52991449087858E-5	4,28253588324878E-5	6,83002435835078E-5	1,03711063275114E-4
40,4300003051758	6,11427495300632E-8	1,94641145867536E-7	5,48279103895766E-7	1,42096780564316E-6	3,34844094140863E-6	7,20278876542579E-6	1,4066355106479E-5	2,53104917646851E-5	4,28488237957936E-5	6,83395919622853E-5	1,03777267213445E-4
40,5950012207031	6,12957578027817E-8	1,94936703223902E-7	5,48713558146119E-7	1,42188673635246E-6	3,35018671648868E-6	7,20660364095238E-6	1,40727070174762E-5	2,53195848927135E-5	4,28684397775214E-5	6,83744801790453E-5	1,03843631222844E-4
40,7550010681152	6,14867943227182E-8	1,95196832919464E-7	5,49375613445591E-7	1,42306100769929E-6	3,35238041770936E-6	7,20926573194447E-6	1,40784177347086E-5	2,5331059077871E-5	4,28875791840255E-5	6,84144979459234E-5	1,03908161690924E-4
40,9150009155273	6,16466664382642E-8	1,95499865185411E-7	5,4978232810754E-7	1,42402166147804E-6	3,35406048179721E-6	7,2130765147449E-6	1,40847942020628E-5	2,53447997238254E-5	4,29054744017776E-5	6,84484984958544E-5	1,03968144685496E-4
41,0800018310547	6,17872686348164E-8	1,95771917788079E-7	5,50224740436533E-7	1,42511942158308E-6	3,35560594066919E-6	7,21697097105789E-6	1,40912425194983E-5	2,53560046985513E-5	4,29279098170809E-5	6,84814513078891E-5	1,04035061667673E-4
41,2400016784668	6,19830089476636E-8	1,96043671962798E-7	5,50943127564096E-7	1,42636611144553E-6	3,35759591507667E-6	7,22101276551257E-6	1,40973234010744E-5	2,53668695222586E-5	4,2947842302965E-5	6,85197446728125E-5	1,04097263829317E-4
41,4000015258789	6,21840996473111E-8	1,96298870491773E-7	5,51425102912617E-7	1,42707017403154E-6	3,35932782036252E-6	7,22394042895758E-6	1,41043728945078E-5	2,53808666457189E-5	4,29652245657053E-5	6,85536651872098E-5	1,04169484984595E-4
41,564998626709		6,23503595420516E-8	1,96557209619641E-7	5,51809989701724E-7	1,4281469020716E-6	3,36155380864511E-6	7,22759978089016E-6	1,41108703246573E-5	2,53913858614396E-5	4,29848914791364E-5	6,8593057221733E-5	1,04232531157322E-4
41,7249984741211	6,25409697363466E-8	1,96795895135438E-7	5,52414803678403E-7	1,42927740398591E-6	3,3638955301285E-6	7,23088851373177E-6	1,41174577947822E-5	2,5400790036656E-5	4,30043073720299E-5	6,86306302668527E-5	1,04292223113589E-4
41,8849983215332	6,27153511345568E-8	1,97100945342754E-7	5,52845904167043E-7	1,43046679568215E-6	3,36548578161455E-6	7,2342113526247E-6	1,41243126563495E-5	2,5411662136321E-5	4,30221116403118E-5	6,86612766003236E-5	1,04351609479636E-4
42,0499992370605	6,29257712603248E-8	1,9733619183171E-7	5,5331611292786E-7	1,43146792197513E-6	3,36698576575145E-6	7,23784933143179E-6	1,413085283275E-5	2,54227106779581E-5	4,3041720346082E-5	6,86980565660633E-5	1,04414961242583E-4
42,2099990844727	6,30751273433816E-8	1,97568368776047E-7	5,53799793578946E-7	1,43273177855008E-6	3,36940479428449E-6	7,24088204151485E-6	1,41363343573175E-5	2,54348560702056E-5	4,30587606388144E-5	6,87334468238987E-5	1,04471953818575E-4
42,3699989318848	6,3260777949381E-8	1,97856422801124E-7	5,54433654542663E-7	1,43372949423792E-6	3,37117489834782E-6	7,24374604033073E-6	1,41429281939054E-5	2,54440765274921E-5	4,3076081055915E-5	6,87670326442458E-5	1,0453777940711E-4
42,5349998474121	6,3420728224628E-8	1,98145912122527E-7	5,55055692075257E-7	1,43448312428518E-6	3,37286428475636E-6	7,24743040336762E-6	1,41487962537212E-5	2,54571641562507E-5	4,30951295129489E-5	6,87997744535096E-5	1,04595790617168E-4
42,6949996948242	6,36136974208057E-8	1,9847632870551E-7	5,55402721147402E-7	1,4354690165419E-6	3,37489382218337E-6	7,25160680303816E-6	1,41550171974814E-5	2,5469471438555E-5	4,31166408816352E-5	6,88356303726323E-5	1,04655300674494E-4
42,8549995422363	6,37914823187202E-8	1,98714900534469E-7	5,55938527213584E-7	1,43648219363968E-6	3,37731626132154E-6	7,25507698007277E-6	1,4162011211738E-5	2,54793103522388E-5	4,31338594353292E-5	6,88635409460403E-5	1,04715079942252E-4
43,0200004577637	6,40004316210252E-8	1,98996232825266E-7	5,56547547603259E-7	1,43766953897284E-6	3,37877327183378E-6	7,25835752746207E-6	1,41685468406649E-5	2,54909573413897E-5	4,31542321166489E-5	6,89002772560343E-5	1,04777835076675E-4
43,1800003051758	6,41634159137539E-8	1,99301467773694E-7	5,57093471797998E-7	1,43874081004469E-6	3,381197075214E-6	7,26217649571481E-6	1,41742202686146E-5	2,55015293078031E-5	4,31731750722975E-5	6,89333173795603E-5	1,0482545621926E-4
43,3400001525879	6,43287023649464E-8	1,99555699964549E-7	5,57705448045454E-7	1,43994793688762E-6	3,38260588250705E-6	7,26478401702479E-6	1,41810178320156E-5	2,55124359682668E-5	4,31877560913563E-5	6,89676598994993E-5	1,0489077976672E-4
43,5050010681152	6,44951327899435E-8	1,99798677158469E-7	5,58189526600472E-7	1,44117643685604E-6	3,38444669978344E-6	7,26856933397357E-6	1,41871460073162E-5	2,55229369940935E-5	4,32053275289945E-5	6,90014130668715E-5	1,04949540400412E-4
43,6650009155273	6,46842295282113E-8	2,00087953317052E-7	5,58610963707906E-7	1,44234354593209E-6	3,38655422638112E-6	7,27199767425191E-6	1,41945774885244E-5	2,55349714279873E-5	4,32259112130851E-5	6,9032386818435E-5	1,05005863588303E-4
43,8300018310547	6,48708535777587E-8	2,00388569737697E-7	5,59203613192949E-7	1,44325122164446E-6	3,38817471856601E-6	7,2755346991471E-6	1,41995324156596E-5	2,55471877608215E-5	4,32422966696322E-5	6,90682863933034E-5	1,05061597423628E-4
43,9900016784668	6,50322746764687E-8	2,00690337237575E-7	5,59756301754533E-7	1,44379509947612E-6	3,39001962856855E-6	7,27882752471487E-6	1,42063790917746E-5	2,55580162047409E-5	4,32608067058027E-5	6,91027089487761E-5	1,05121078377124E-4
44,1500015258789	6,52101022069473E-8	2,00895968305304E-7	5,60263060833677E-7	1,44498653753544E-6	3,39209282174124E-6	7,28178065401153E-6	1,42122589750215E-5	2,55675677180989E-5	4,32783090218436E-5	6,9131885538809E-5	1,05178783996962E-4
44,314998626709		6,54112710662957E-8	2,01226683316236E-7	5,60848548047943E-7	1,44632076626294E-6	3,39403845828201E-6	7,2848170020734E-6	1,42171629704535E-5	2,55783943430288E-5	4,32953347626608E-5	6,91681998432614E-5	1,05226332379971E-4
44,4749984741211	6,55957492767811E-8	2,01510914621394E-7	5,61276294774871E-7	1,44707826166268E-6	3,39601433552161E-6	7,2883835855464E-6	1,42225180752575E-5	2,55881295743166E-5	4,33145651186351E-5	6,91965251462534E-5	1,05275976238772E-4
44,6349983215332	6,57731078490542E-8	2,01804112975879E-7	5,61711146929156E-7	1,44814953273453E-6	3,39757070833002E-6	7,29186649550684E-6	1,42291382871917E-5	2,55979630310321E-5	4,33290188084356E-5	6,92265020916238E-5	1,05334569525439E-4
44,7999992370605	6,59667520608309E-8	2,02082730993425E-7	5,6237109902213E-7	1,44901218845916E-6	3,39994949172251E-6	7,29442353986087E-6	1,4233696674637E-5	2,56080656981794E-5	4,33467830589507E-5	6,92576068104245E-5	1,05390892713331E-4
44,9599990844727	6,61622863162847E-8	2,02309450969551E-7	5,62718071250856E-7	1,45018759667437E-6	3,4013662570942E-6	7,29849898561952E-6	1,42402368510375E-5	2,56203093158547E-5	4,33628192695323E-5	6,92882895236835E-5	1,05450541013852E-4
45,1199989318848	6,63607622186646E-8	2,02553579242704E-7	5,63322885227535E-7	1,45132787565672E-6	3,4033810152323E-6	7,30130022930098E-6	1,42453855005442E-5	2,56307193922112E-5	4,33783352491446E-5	6,93245674483478E-5	1,05507620901335E-4
45,2849998474121	6,65267734234476E-8	2,02799569137824E-7	5,63897003758029E-7	1,4522687479257E-6	3,40520250574627E-6	7,30453439246048E-6	1,42514845720143E-5	2,56415114563424E-5	4,33947061537765E-5	6,93555411999114E-5	1,05558181530796E-4
45,4449996948242	6,66994637299467E-8	2,03088518446748E-7	5,64318838769395E-7	1,4533353578372E-6	3,40706742463226E-6	7,30773081158986E-6	1,42582175612915E-5	2,56512994383229E-5	4,34112262155395E-5	6,93805122864433E-5	1,05610102764331E-4
45,6049995422363	6,689365505963E-8	2,03310520419109E-7	5,64798767754837E-7	1,4543612678608E-6	3,40903511641955E-6	7,31109548723907E-6	1,4263479897636E-5	2,56608709605644E-5	4,34264802606776E-5	6,94099799147807E-5	1,05665123555809E-4
45,7700004577637	6,71013040687285E-8	2,03590374781015E-7	5,65378798000893E-7	1,45558851727401E-6	3,4104587030015E-6	7,31469617676339E-6	1,42694061651127E-5	2,56693892879412E-5	4,34462235716637E-5	6,94370901328512E-5	1,05716695543379E-4
45,9300003051758	6,72547315616612E-8	2,03897187134316E-7	5,65940695196332E-7	1,45665808304329E-6	3,41263398695446E-6	7,3171609074052E-6	1,4275605281E-5	2,5680508770165E-5	4,34620342275593E-5	6,94650807417929E-5	1,05771803646348E-4
46,0900001525879	6,73983677756951E-8	2,04077380772105E-7	5,66433641324693E-7	1,45727381095639E-6	3,4141567084589E-6	7,32045782569912E-6	1,42813505590311E-5	2,56928542512469E-5	4,34793400927447E-5	6,94994232617319E-5	1,05824852653313E-4
46,2550010681152	6,75712286124508E-8	2,04389849045583E-7	5,66859682749055E-7	1,45846536270255E-6	3,41606141773809E-6	7,32405851522344E-6	1,42870285344543E-5	2,57041083386866E-5	4,34944449807517E-5	6,95310809533112E-5	1,05874321889132E-4
46,4150009155273	6,77788776215493E-8	2,04651286139779E-7	5,67447671073751E-7	1,45931755923812E-6	3,41848158313951E-6	7,32804119252251E-6	1,42935605254024E-5	2,57138872257201E-5	4,35115543950815E-5	6,95649578119628E-5	1,05924424133264E-4
46,5750007629395	6,80027198995958E-8	2,04967747663432E-7	5,68079826734902E-7	1,46024194691563E-6	3,42003522746381E-6	7,3308597166033E-6	1,42986236824072E-5	2,57210504059913E-5	4,35267538705375E-5	6,95937487762421E-5	1,05966333649121E-4
46,7400016784668	6,8158044541633E-8	2,051781677892E-7	5,68640871279058E-7	1,46144645896129E-6	3,42208477377426E-6	7,33479646441992E-6	1,43044153446681E-5	2,57330993918004E-5	4,35451074736193E-5	6,96218266966753E-5	1,06018749647774E-4
46,9000015258789	6,8378142259462E-8	2,0541592959944E-7	5,68935320188757E-7	1,4625649100708E-6	3,42422276844445E-6	7,33786691853311E-6	1,43107708936441E-5	2,57418068940751E-5	4,35608926636633E-5	6,96496499585919E-5	1,06068851891905E-4
47,060001373291		6,85648444687104E-8	2,05711771172901E-7	5,69424059904122E-7	1,4635625120718E-6	3,42584962709225E-6	7,3414289545326E-6	1,43165416375268E-5	2,57520514423959E-5	4,35789879702497E-5	6,96762144798413E-5	1,06118321127724E-4
47,2249984741211	6,87297543322529E-8	2,05972327194104E-7	5,69804683436814E-7	1,46449451676745E-6	3,42746238857217E-6	7,34470540919574E-6	1,43219840538222E-5	2,5762874429347E-5	4,35946130892262E-5	6,97040450177155E-5	1,06175866676494E-4
47,3849983215332	6,89020325239653E-8	2,06247193546005E-7	5,7034679912249E-7	1,4654518736279E-6	3,42958628607448E-6	7,347380687861E-6	1,43273719004355E-5	2,57727133430308E-5	4,36107584391721E-5	6,97361174388789E-5	1,06218656583223E-4
47,5449981689453	6,9077039199783E-8	2,06523097290301E-7	5,70762779261713E-7	1,46651473187376E-6	3,43174156114401E-6	7,35071989765856E-6	1,43326124089072E-5	2,57803039858118E-5	4,3626430851873E-5	6,97663417668082E-5	1,06263294583187E-4
47,7099990844727	6,92370392130215E-8	2,06743322905822E-7	5,71392831716366E-7	1,46741092521552E-6	3,43329406859993E-6	7,35313824407058E-6	1,43374745675828E-5	2,5790050131036E-5	4,36412592534907E-5	6,97913055773824E-5	1,06306972156744E-4
47,8699989318848	6,93988013722446E-8	2,07005768970703E-7	5,7190510460714E-7	1,46855040839E-6	3,43503734256956E-6	7,35712956156931E-6	1,43432871482219E-5	2,58011059486307E-5	4,36578702647239E-5	6,98193034622818E-5	1,06362080259714E-4
48,0299987792969	6,96034589964256E-8	2,07342168323521E-7	5,72289536648896E-7	1,46966533520754E-6	3,43719693773892E-6	7,36005722501432E-6	1,43500255944673E-5	2,58101063081995E-5	4,3672389438143E-5	6,98466246831231E-5	1,06410669104662E-4
48,1949996948242	6,97922217796076E-8	2,07563061849214E-7	5,72718533931038E-7	1,47065202327212E-6	3,43943338521058E-6	7,36382526156376E-6	1,43547895277152E-5	2,58204872807255E-5	4,36868976976257E-5	6,9879912189208E-5	1,06458333902992E-4
48,3549995422363	6,99954938454539E-8	2,07874833790811E-7	5,73154693483957E-7	1,47148693940835E-6	3,44113936989743E-6	7,36628180675325E-6	1,43604183904245E-5	2,58308082266012E-5	4,37019116361625E-5	6,9905974669382E-5	1,064999087248E-4
48,5200004577637	7,0160950826903E-8	2,08055183748002E-7	5,73715340124181E-7	1,47286232277111E-6	3,44301429322513E-6	7,36952870283858E-6	1,4366537470778E-5	2,58427153312368E-5	4,37191629316658E-5	6,99352676747367E-5	1,06551065982785E-4
48,6800003051758	7,03702411897211E-8	2,08331769613324E-7	5,74247849272069E-7	1,47363573432813E-6	3,44490445058909E-6	7,37229220248992E-6	1,43715133162914E-5	2,58523468801286E-5	4,37362432421651E-5	6,99589800206013E-5	1,06596417026594E-4
48,8400001525879	7,0535037366426E-8	2,08576949489725E-7	5,74723060253746E-7	1,4747975001228E-6	3,44684826814046E-6	7,3751061790972E-6	1,43768847920001E-5	2,58608433796326E-5	4,37508715549484E-5	6,99879819876514E-5	1,06641855381895E-4
49,0050010681152	7,07367107111168E-8	2,08906612897408E-7	5,75269893943187E-7	1,47599064348469E-6	3,44842055710615E-6	7,37897107683239E-6	1,43837733048713E-5	2,58694690273842E-5	4,37661437899806E-5	7,00173186487518E-5	1,06695828435477E-4
49,1650009155273	7,0918403594078E-8	2,09166557851859E-7	5,75801493596373E-7	1,47658295190922E-6	3,45031298820686E-6	7,3818014243443E-6	1,43891402331064E-5	2,58780764852418E-5	4,37822382082231E-5	7,00423770467751E-5	1,06733234133571E-4
49,3250007629395	7,10706160589325E-8	2,09471252787807E-7	5,76361742332665E-7	1,47803893923992E-6	3,4520626286394E-6	7,38499420549488E-6	1,43939132613014E-5	2,58896125160391E-5	4,37930793850683E-5	7,00693999533542E-5	1,06781444628723E-4
49,4900016784668	7,12452461471003E-8	2,09700928621714E-7	5,7679409337652E-7	1,47905086578248E-6	3,45406510859902E-6	7,3885735218937E-6	1,4400217878574E-5	2,58988384302938E-5	4,38095994468313E-5	7,00981108820997E-5	1,06827683339361E-4
49,6500015258789	7,14301791049365E-8	2,09991441124657E-7	5,77234004595084E-7	1,47991602261754E-6	3,45478179042402E-6	7,3918790803873E-6	1,44051355164265E-5	2,59113239735598E-5	4,3825748434756E-5	7,01252647559159E-5	1,06875610072166E-4
49,810001373291		7,16283210522306E-8	2,10309664794295E-7	5,77718537897454E-7	1,48085644013918E-6	3,45745570484723E-6	7,39489087209222E-6	1,44112382258754E-5	2,59189819189487E-5	4,38421520811971E-5	7,0150061219465E-5	1,06917388620786E-4
49,9749984741211	7,18128347898528E-8	2,1053716636743E-7	5,78317440158571E-7	1,48180208725535E-6	3,45947319146944E-6	7,39751931178034E-6	1,44161595017067E-5	2,59290172834881E-5	4,38571405538823E-5	7,01804528944194E-5	1,06961859273724E-4
50,1349983215332	7,20011783528207E-8	2,10821980317633E-7	5,78792310079734E-7	1,48278240885702E-6	3,46141041518422E-6	7,40075347493985E-6	1,44223795359721E-5	2,59351636486826E-5	4,3873194954358E-5	7,02031538821757E-5	1,07003761513624E-4
50,2949981689453	7,22060136126856E-8	2,11120891435712E-7	5,79220909457945E-7	1,48399919908115E-6	3,46324918609753E-6	7,40471568860812E-6	1,44281257234979E-5	2,59466778516071E-5	4,38855386164505E-5	7,02262695995159E-5	1,07042142190039E-4
50,4599990844727	7,23923747614208E-8	2,11339653333198E-7	5,79644847675809E-7	1,48482695294661E-6	3,46486058333539E-6	7,40774385121767E-6	1,44333025673404E-5	2,59551525232382E-5	4,39029208791908E-5	7,02545585227199E-5	1,07091276731808E-4
50,6199989318848	7,25547621982514E-8	2,11582161568913E-7	5,8006293102153E-7	1,48597132465511E-6	3,46642696058552E-6	7,41079747967888E-6	1,44379710036446E-5	2,59642729361076E-5	4,39184805145487E-5	7,02803226886317E-5	1,0714079689933E-4
50,7799987792969	7,273296631638E-8	2,1185722687278E-7	5,80738401367853E-7	1,48711114889011E-6	3,46812589668843E-6	7,41372923585004E-6	1,44432660817984E-5	2,59722110058647E-5	4,39323121099733E-5	7,03026889823377E-5	1,07178624602966E-4
50,9449996948242	7,29413329736417E-8	2,12148322020767E-7	5,81249878450762E-7	1,48792412346666E-6	3,47001082445786E-6	7,41695521355723E-6	1,44494497362757E-5	2,59818534686929E-5	4,39483410445973E-5	7,03266050550155E-5	1,07228814158589E-4
51,1049995422363	7,31048572788495E-8	2,12431771728916E-7	5,81671315558197E-7	1,48932554111525E-6	3,47210175277723E-6	7,41981511964696E-6	1,44544801514712E-5	2,59909029409755E-5	4,39622817793861E-5	7,03548066667281E-5	1,07273575849831E-4
51,2649993896484	7,33147800247025E-8	2,12572032864955E-7	5,8214868658979E-7	1,49035315644142E-6	3,47335708283936E-6	7,4232470979041E-6	1,44599816849222E-5	2,60001197602833E-5	4,39766190538649E-5	7,03794867149554E-5	1,07308675069362E-4
51,4300003051758	7,34778851096962E-8	2,12891478668098E-7	5,82544430471899E-7	1,49146353578544E-6	3,47515560861211E-6	7,4263766691729E-6	1,4465856111201E-5	2,60099022852955E-5	4,39929171989206E-5	7,04071426298469E-5	1,07352985651232E-4
